topic_num,messages_ch,messages_en,top_words_ch,top_words_en
24,"沉重 的 肉身
你 是 我 最 压抑 最深处 的 秘密
压抑 深处 的 秘密
你 是 我 最 压抑 最深处 的 秘密 。
 你 是 我 最 压抑 最深处 的 秘密","heavy body
you are my most depressed and deepest secret
the secret of depression
you are my most depressed and deepest secret.
you are my most depressed and deepest secret","生命, 帮助, 接受, 力量, 祂, 愿意, 不再, 死亡, 黑暗, 心灵, 耶稣, 心中, 便, 面前, 信心","life, help, accept, power, he, willing, no longer, death, dark, soul, jesus, in mind, poop, before, confidence"
25,"朵丽丝 BB ， 用 护肤 标准 做 的 BB 霜 ， 防晒 隔离 BB 一体 ， 让 肌肤 零 负担 ， 感觉 萌萌 的
韩国 banila co 芭妮兰 保湿 卸妆 膏 卸妆 膏 粉色 经典 款 保湿 清洁 肌肤 0 负担 ， 不 油腻 ， 清清爽爽 卸妆 干净 清透
沉重 的 黑眼圈
丽得资 强化 补水 修护 水库 面膜 ， 此 面膜 为 肌肤 中 集中 补充 水分 ， 令亲 暗黄 的 肌肤 焕发 生机 ， 为 疲惫 的 肌肤 补充 活力 ， 软化 肌肤 角质 ， 促进 皮肤 修复 ， 是 款 强大 补水 提亮 面膜
紧致 舒润 蕴含 鸢尾花 提取物 ， 发挥 高度 抗氧化 和 保湿 功能 ， 改善 表皮 粗糙 暗沉 状况 ， 减缓 肌肤 压力 ， 细致 毛孔 ， 平纹 紧致 肌肤 zll {LK}","doris bb, a bb cream made with skin care standards, integrates sun protection and isolation bb, so that the skin is zero burden, and it feels cute
korea banila co banila co moisturizing makeup remover cream makeup remover pink classic moisturizing cleansing skin 0 burden, non-greasy, refreshing, refreshing, clean and clear
heavy dark circles
lidezi intensive moisturizing and repairing reservoir mask. this mask intensively replenishes moisture in the skin, rejuvenates the pro-dark skin, replenishes vitality for tired skin, softens skin keratin, and promotes skin repair. it is a powerful moisturizing and brightening mask.
firming and moisturizing contains iris flower extract, which exerts high anti-oxidation and moisturizing functions, improves the roughness and dullness of the epidermis, relieves skin pressure, refines pores, and tightens skin zll {lk}","肌肤, 皮肤, 使用, 产品, 效果, 防晒, 精华, 吸收, 舒缓, 保湿, 护肤, 清爽, 干燥, 成分, 护肤品","skin, skin, use, product, effect, sun protection, essence, absorb, soothing, moisturizing, skin care, refreshing, dry, ingredient, skin care products"
26,"那些 有 压力 的 社工
效率 很 高 ， 今天 完成 任务 没有 压力
刚刚 写 的 未 完成 任务 要点 。 月末 完成 。 压力 如山大 。
有些 事情 如果 当作 任务 去 完成 反而 便成 了 负担 。
工作 压力 大 或 会 增加 患 糖尿病 风险 。","social workers who are under pressure
high efficiency, no pressure to complete the task today
highlights of the unfinished tasks just written. completed at the end of the month. the pressure is huge.
some things become burdens if they are done as tasks.
work pressure may increase the risk of diabetes.","完成, 目标, 计划, 任务, 每天, 实现, 坚持, 动力, 学习, 拒绝, 不断, 达到, 理想, 一个月, 承诺","accomplish, aims, plan, task, every day, achieve, persist in, motivation, learn, refuse, keep on, achieve, ideal, a month, committed to"
27,"太多人 疲惫 太多人 无路 可退
太多人 喝醉 ， 太多人 疲惫 ， 太多人 无路 可退 。
闷 ， 压抑 ， 只想 哭泣
太多人 喝醉 ， 太多人 疲惫 ， 太多 太多人 无路 可退 。
一个 15 岁 少女 的 压力 和 坚强 的 微笑 。","too many people are tired, too many people have nowhere to go
too many people are drunk, too many people are tired, too many people have nowhere to go.
bored, depressed, just want to cry
too many people are drunk, too many people are tired, too many people have nowhere to go.
the pressure and strong smile of a 15-year-old girl.","理解, 微笑, 面对, 坚强, 心里, 安慰, 内心, 真正, 愿意, 鼓励, 关心, 脆弱, 感受, 学会, 不敢","understanding, smile, face, strong, in the heart, comfort, heart, real, willing, encourage, concern, fragile, feel, learn, dare not"
28,"鸭梨 浩大 {SP} 元 元 ！
【 宝钢 上调 2 月 钢价 转嫁 成本 】 铁矿石 价格 近几个月 来 大幅 上涨 ， 使 钢厂 成本 压力 渐显 ， 宝钢 出台 的 2 月 钢材 出厂价格 将 全面 上调 。 其中 热轧 上调 160 元 / 吨 ， 酸洗 上调 80 元 / 吨 ， 冷轧 上调 120 元 / 吨 ， 热镀锌 、 电镀 锌 上调 100 元 / 吨 ， 镀铝 锌 上调 120 元 / 吨 。 {SP} {LK} {SP} 分享 自 {AT}
【 期铝 周评 : 沪 铝 窄幅 震荡 上方 压力 渐大 】 上周 上海 铝 期货 窄幅 震荡 ， 其中 主力 1407 合约 开盘 13280 元 / 吨 ， 最高 13350 元 / 吨 ， 最低 13200 元 / 吨 ， 收盘 13290 元 / 吨 ， 下跌 55 元 。 本周 国内 宏观 数据 较 预期 偏好 ， 但 同样 意味着 政府 暂时 不会 ... {LK}
【 环保 约束 致 钢厂 减产 】 业内人士 表示 ， 由于 钢价 的 低迷 及 环保 压力 ， 钢厂 12 月 下旬 减产 检修 的 力度 明显 加大 ， 但 目前 ， 不少 前期 减产 的 钢厂 已 逐渐 恢复 生产 。 {LK}
转发 微博 / / {TP} 山东地区 炼焦煤 弱势 运行 ， 企业 库存 高企 ， 销售 压力 较大 ， 下游 市场需求 不足 。 兖州 大矿 目前 挂牌 价格 为 ： 一号 精煤 875 元 / 吨 、 二号 精煤 820 元 / 吨 、 三号 精煤 790 元 / 吨 ， 发 运量 1 、 2 、 3 万吨 ， 分别 优惠 40 、 45 、 50 元 / 吨 ， 战略 户 优惠 20 元 / 吨 ， 现汇 优惠 25 元 / 吨 。 受 市场行情 较差 影响 ， 部分 企业 减少 原煤 入洗 。","yali huge {sp} yuan yuan!
[baosteel raises february steel prices to pass on costs] iron ore prices have risen sharply in recent months, which has gradually caused cost pressures on steel mills. baosteel’s february steel ex-factory prices will be raised across the board. among them, hot rolling will increase by rmb 160/ton, pickling by rmb 80/ton, cold rolling by rmb 120/ton, hot-dip galvanizing and electro-galvanizing by rmb 100/ton, and galvanized zinc by rmb 120/ton. {sp} {lk} {sp} shared from {at}
[aluminum weekly review: shanghai aluminum's pressure is increasing in a narrow range] last week, shanghai aluminum futures fluctuated within a narrow range. the main 1407 contract opened at 13,280 yuan/ton, the highest was 13,350 yuan/ton, the lowest was 13,200 yuan/ton, and the closing price was 13,290 yuan. / ton, down 55 yuan. this week’s domestic macro data is more favorable than expected, but it also means that the government will not... {lk}
[environmental constraints cause steel mills to reduce production] according to industry insiders, due to the sluggish steel prices and environmental pressures, steel mills have significantly increased their efforts to reduce production and overhaul in late december. however, many steel mills that had previously reduced production have gradually resumed production. {lk}
forward weibo // {tp} coking coal in shandong is operating weakly, with high corporate inventories, high sales pressure and insufficient downstream market demand. the current listed prices of yanzhou mine are: no. 1 clean coal 875 yuan/ton, no. 2 clean coal 820 yuan/ton, no. 3 clean coal 790 yuan/ton, and the shipping volume is 1, 2 and 30,000 tons, respectively, discounts of 40, 45, 50 yuan/ton, 20 yuan/ton discount for strategic households, 25 yuan/ton discount for cash exchange. affected by the poor market conditions, some companies have reduced raw coal washing.","吨, 库存, 价格, 元, 万吨, 预期, 需求, 预计, 原油, 减少, 产量, 下降, 油价, 供应, 国内","ton, in stock, price, yuan, ten thousand tons, expected, demand, expected, crude, cut back, yield, decline, oil price, supply, domestic"
29,"高开 11 点 , 继续 反弹 补缺 口 , 压力 在 30 日线 附近 .
午后 开盘 ， 沪 指 出现 小幅 反弹 ， 5 分钟 指标 开始 高位 区 钝化 ， 15 分钟 反弹 明显 缩量 ， 5 日均 依然 形成 压力 。
主板 15 分钟 顶背离 ， 创业板 15 分钟 受到 了 小 压力 。
5 分钟 二次 看涨 ， 最后 几分钟 反弹 ； 压力 3140
沪 指 30 分钟 反弹 无量 ， 带来 回 踩 ， 回 踩 也 无量 ， {SP} 再次 带来 回落 ， 还有 2 分钟 收 30 分钟 k 线 ， 目前 看 ， 二次 收 出 看涨 ， 但 依旧 反弹 无量 ， 多空 双方 都 偏 谨慎 。 二次 看涨 反弹 压力 在 3273 附近 。","open 11 points higher, continue to rebound to fill the gap, the pressure is near the 30-day line.
at the opening in the afternoon, the shanghai stock exchange index rebounded slightly, the 5-minute indicators began to passivate in the high area, and the 15-minute rebound was significantly reduced, and pressure was still formed on the 5-day average.
the main board diverged in 15 minutes, and the gem was under slight pressure in 15 minutes.
it is bullish twice in 5 minutes and rebounded in the last few minutes; pressure 3140
the shanghai composite index rebounded infinitely in 30 minutes, bringing back stepping, and the stepping back was also immeasurable. {sp} once again brought a fall, and there are still 2 minutes to close the 30-minute bar. at present, the second time is bullish, but it still rebounds endlessly. both the long and the short all are cautious. the second bullish rebound pressure is around 3273.","今日, 反弹, 创业板, 昨日, 分钟, 附近, 线, 回落, 午后, 指标, 指, 均线, k, 主板, 明日","today, rebound, gem, yesterday, minute, nearby, line, fall back, afternoon, index, means, moving average, to, motherboard, tomorrow"
30,"最使 人 疲惫 的 ： 最使 人 颓废 的 。 往往 不是 前途 的 坎坷 … …
而是 你 自信 的 丧失 ： 最使 人 疲惫 的 。 最使 人 颓废 的 ！
最使 人 疲惫 的 往往 不是 道路 的 遥远 。 不如 偷着乐 、 最使 人 颓废 的 往往 不是 前途 的 坎坷 {EI}
最使 人 颓废 的 是 自信 的 丧失 。 / / 最使 人 疲惫 的 往往 不是 道路 的 遥远 ， 而是 你 心中 的 郁闷 ； 最使 人 颓废 的 往往 不是 前途 的 坎坷 ， 而是 你 自信 的 丧失 。
使人 疲惫 的 往往 不是 道路 的 遥远 ； 而是 你 自信 的 丧失 ！ 最使 人 颓废 的 往往 不是 前途 的 坎坷 ！","the most exhausting: the most decadent. it’s often not a bumpy future...
it's the loss of your self-confidence: the most exhausting. the most decadent!
the most exhausting thing is often not the distance of the road. it’s better to steal the fun, the most decadent thing is often not the bumps in the future {ei}
the most decadent thing is the loss of self-confidence. / / the most exhausting thing is often not the distance of the road, but the depression in your heart; the most decadent thing is often not the bumps in the future, but the loss of your self-confidence.
it’s not the remoteness of the road that makes people tired; it’s the loss of your self-confidence! the most decadent thing is often not the bumps in the future!","交通, 缓解, 城市, 道路, 路, 出行, 往往, 车辆, 记者, 施工, 期间, 拥堵, 春运, 山东, 通行","traffic, ease, city, the way, road, travel, often, vehicle, reporter, construction, period, congestion, spring festival, shandong, pass"
31,"思念 与 牵挂 ， 思念 是 闲暇 时 的 弥补 情感 不足 ， 牵挂 是 端 在 心头 的 重压
那 一种 思念 我 无法 压抑
无尽 疲惫
有没有 一种 思念 永不 疲惫 ~
脚步 沉重","missing and caring, thinking is to make up for the lack of emotion in leisure time, caring is the weight of the heart
i can't suppress that kind of longing
endless exhaustion
is there a kind of longing that never gets tired~
heavy footsteps","思念, 心里, 心中, 曾经, 寂寞, 看着, 灵魂, 一片, 似乎, 便, 慢慢, 不再, 早已, 身影, 一份","miss, in the heart, in mind, once, lonely, watching, soul, one slice, seem, poop, slowly, no longer, already, figure, a serving"
32,"无法 作出 客观 的 判断 必然 会 遭受 沉重 的 代价 。
3373 点 压力 是 怎么 判断 的 ！
断裂 的 山谷 ， 疲惫 的 边缘
无心 快语 可能 引发 争执 , 无情 之词 可能 折损 生命 , 适时 温语 可能 消弭 压力 , 而 关爱 之声 可能 治愈 心灵 。
喜欢 等于 消耗 ， 消耗 等于 沉重","failure to make objective judgments will inevitably suffer a heavy price.
how to judge 3373 points of pressure!
fractured valley, tired edge
unintentional quick remarks may cause disputes, ruthless words may damage lives, timely warm remarks may relieve stress, and caring voices may heal the soul.
like is equal to consumption, consumption is equal to heavy","可能, 已经, 这种, 不会, 出现, 认为, 情况, 改变, 存在, 发生, 判断, 非常, 仍然, 最终, 变化","may, already, this kind of, will not, appear, think, happening, change, exist, occur, judgment, very much, still, finally, variety"
33,"爱之于 我 不是 一蔬 一饭 不是 肌肤之亲 是 疲惫 生活 的 英雄 梦想
疲惫 的 英雄 梦想
压力 有点 大得 喘 不过 气来
压力 好大 , 喘 不过 气来
压力 … … 压得 喘 不过 气 … …","love to me is not a vegetable and a meal, it is not a dear to the skin, it is a heroic dream of tired life
tired hero dream
the pressure is a bit too big to breathe
so stressed, out of breath
pressure... overwhelmed...","心灵, 释放, 属于, 身心, 喘, 有时候, 享受, 想要, 精神, 拥有, 气来, 内心, 解脱, 宁静, 之间","soul, freed, belong, body and mind, asthma, sometimes, enjoy, want to, spirit, have, angry, heart, relief, peaceful, between"
34,"有个 孩子 身心 疲惫 ， 真不知道 生 孩子 干什么 ！
保险 是 父母 减轻 孩子 未来 负担 的 方式
孩子 都 惧怕 成长 ， 孩子 都还没 玩够 ， 孩子 也 有 肩负 家庭 的 责任 ， 孩子 终究 你 只是 父母 眼中 的 孩子 ， 外面 你 是 顶天立地 的 ， 家庭 需要 你 成长 ， 孩子 终究 会长 大 ， 没有 压力 何来 成长 ， 我 已经 不是 父母 眼中 的 孩子 ， 父母 你们 才 是 我 心中 的 孩子 ， 我会 成长 的 足够 强大 来 养育 你们 ， 我 的 孩子 。
孩子 表示 压力 很大 啊 ！
{TP} 【 适度 压力 能 培养 阳光 的 孩子 】 压力 重重的 孩子 很难 阳光 ， 有些 父母 常 因 孩子 们 的 学业 负担 而 非常 焦虑 ， 也 常 因此 批评 孩子 并 给 孩子 重重 压力 ， 这样 孩子 不仅 不够 阳光 自信 ， 还会 更 叛逆 。 没有 规则 的 孩子 也 不会 阳光 ， 有些 父母 爱 孩子 、 鼓励 孩子 、 赞美 孩子 ， 而 忽略 为 孩子 设立 重要 的 规则 ， 孩子 也 不会 阳光 。","there was a child who was exhausted physically and mentally. i really don’t know what to do with having a baby!
insurance is a way for parents to reduce the burden on their children in the future
children are afraid of growth. children have not played enough. children also have the responsibility of the family. after all, children are just the children in the eyes of their parents. outside you are indomitable and the family needs you to grow. the children will grow up eventually. how can they grow without pressure? , i am no longer the child in the eyes of my parents. parents and you are the children in my heart. i will grow strong enough to nurture you, my children.
the child expressed a lot of pressure!
{tp} [moderate stress can nurture sunny children] stressed children find it difficult to have sunshine. some parents are often very anxious due to their children's academic burden, and they often criticize and put pressure on their children, so that their children are not only not sunny enough , will be more rebellious. children without rules will not be sunny. some parents love, encourage and praise children, but neglect to set important rules for their children, and children will not be sunny.","孩子, 父母, 家长, 学习, 教育, 家庭, 成长, 培养, 子女, 成绩, 鼓励, 养育, 爸妈, 期望, 关爱","child, parents, parent, learn, education, family, growing up, to cultivate, child, grades, encourage, nurture, parents, expect, caring"
35,"当 眼泪 再也不能 洗礼 疲惫
压抑 得 快要 死 掉 … …
老友 不需 眼泪 不需 负担 只要 陪伴
想 笑 ， 来 伪装 掉 下 的 眼泪 ， 全世界 好像 只有 我 疲惫 。
好 压抑 ， 快 疯 掉 了 ！","when tears can no longer baptize tiredness
depressed to die...
old friends don't need tears, don't need to bear, just be with me
i want to laugh, to disguise the tears i have fallen, the whole world seems to be only me tired.
so depressing, i'm going crazy!","不会, 希望, 现在, 也许, 真的, 不想, 或许, 我会, 是因为, 不用, 担心, 在乎, 不再, 太大, 从来","will not, hope, just now, maybe, really, don't want, perhaps, i will, because of, no need to, worry, care, no longer, too big, never"
36,"累 眼睛 疲惫
今天 鸭梨 很大 .
今天 心情 很 沉重
今天 压力 山大 呀
今天 有些 疲惫 ","tired eyes tired
today the yali is very big.
i feel very heavy today
today is a lot of pressure
a little tired today","大盘, 附近, 昨天, 应该, 强, 点, 左右, 后期, 股市, 平静, 眼睛, 小幅, 不足, 小时, 说明","market, nearby, yesterday, should, strong, point, about, late, stock market, calm, eye, slightly, insufficient, hour, description"
37,"切实 减轻 企业 和 百姓 负担 ， 才能 振兴 实体 经济 拉动 内需 。
重磅 ！ 中国 经济 下行 压力 大 ？ 李克强 达沃斯 释放 12 大 经济 信号 重磅 ！ 中国 经济 下行 压力 大 ？ 李克强 达沃斯 释放 12 大 经济 信号
李克强 在 经济 形势 专家 企业 负责人 座谈会 上 强调 把 压力 变 动力 {SP} 化 挑战 为 机遇 以 改革 创新 推动 中国 经济 升级 发展 张高丽 出席 _ 李克强 _ 国务院 领导 _ 国务院 _ 中国政府 网 {SP} 国务院 领导
温宝 ： 经济 下行 压力 大 {SP} 稳 增长 绝不 是 短期 应对 措施
【 稳 增长 待 加码 “ 铁公基 ” 或 担纲 主力 】 日前 召开 的 国务院 常务会议 强调 ： 抓紧 出台 已 确定 的 扩 内需 、 稳 增长 措施 。 分析 人士 认为 ， 这一 提法 释放 了 稳 增长 信号 。 1 月 和 2 月 经济 数据 显示 ， 当前 经济 增长 下行 压力 加大 ， 一季度 GDP 增速 下跌 几成 定局 。 扩 内需 、 稳 增长 措施 亟待 加码","only by effectively reducing the burden on enterprises and the people can the real economy be revitalized and domestic demand can be stimulated.
heavy! is china's economy under pressure? li keqiang davos releases 12 major economic signals, blockbuster! is china's economy under pressure? li keqiang davos releases 12 major economic signals
li keqiang emphasized at the forum of economic situation experts and business leaders to turn pressure into power {sp} and turn challenges into opportunities to promote china’s economic upgrading and development through reforms and innovations
wen bao: economic downward pressure is high{sp} stable growth is by no means a short-term response
[steady growth needs to increase ""tie gongji"" or the main force] the executive meeting of the state council held a few days ago emphasized: we must promptly introduce established measures to expand domestic demand and stabilize growth. analysts believe that this formulation has released a signal of steady growth. economic data in january and february showed that the current downward pressure on economic growth is increasing, and the decline in gdp growth in the first quarter is almost a foregone conclusion. measures to expand domestic demand and stabilize growth need to be increased","经济, 中国, 发展, 企业, 增长, 改革, 环境, 下行, 政策, 实现, 资源, 投资, 加大, 消费, 建设","economy, china, development, enterprise, increase, reform, surroundings, down, policy, achieve, resources, investment, increase, consumption, construction"
38,"洗 去 一身 疲惫 ！
每天 都 拖 着 疲惫 的 身躯 躺 在 床上 准备 睡觉
冲个 凉 洗 去 一身 疲惫
身心 疲惫 … 只想 躺 床上 大 睡一觉
每天 拖 着 疲惫 的 身躯 。","wash away tiredness!
every day i drag my tired body to lie on the bed and prepare to go to sleep
take a shower to get tired
i'm exhausted... i just want to lie down in bed and have a good night's sleep
dragging his tired body every day.","身体, 回到, 一天, 拖, 看着, 床上, 突然, 起来, 带, 一身, 回家, 不知, 无比, 结束, 家","body, back to, one day, drag, watching, bed, suddenly, stand up, band, all in one, come back home, don't know, extremely, end, family"
39,"越 基层 压力 越大
越 休息 越 疲惫
越 压抑 越 澎湃
身 心 疲惫
分享 图片 疲惫不堪","the higher the grassroots level, the greater the pressure
the more rest, the more exhausted
the more depressed, the more surging
exhausted
tired of sharing pictures","越, 少, 简单, 快乐, 复杂, 越大, 拥有, 轻松, 计较, 自然, 宽容, 失去, 是因为, 放不下, 心","more, less, simple, happy, complex, bigger, have, easy, care about, natural, tolerant, lose, because of, can't let go, heart"
40,"倒数 第二 鸭梨 好大
2050 点有 回 抽 压力 。
上 档 压力 在 2335
最 主要 的 压力 在 牛 熊线 , 目前 位置 在 3133 点 附近
股指 还会 反复 收复 3340 ， 急跌 后 ， 还会 收复失地 ， 股指 反 抽 压力 3365","the penultimate yali is so big
there is withdrawal pressure at 2050.
upshift pressure is at 2335
the main pressure is on the bull and bear line, the current position is near 3133.
the stock index will regain 3340 again and again. after a sharp drop, it will regain lost ground. the stock index will regain pressure 3365.","大盘, 反弹, 日线, 调整, 创业板, 点, 位, 指数, 昨天, 走势, 技术, 短线, 行情, 个股, 支撑位","stock market, rebound, daily, adjustment, growth enterprise market, point, rank, index, yesterday, trend, technology, short-term, quotes, individual stocks, support"
41,"美国 总统 特朗普 ： 欧盟 一直 给 美国 施加压力 ， 美国 也 要 让 欧盟 国家 贸易 增加 难度 。
关税 不堪重负 ！
【 外媒 ： 中国 反击 美国 贸易战 箭在弦上 】 美联社 ： 特朗普 政府 将 于 6 日 开始 对 340 亿美元 的 中国 进口商品 加征 关税 。 而 中国 将 立即 予以 回击 ， 对 同等 价值 的 美国 出口商品 征收 关税 。 中方 警告 称 ， 它 不会 屈服于 特朗普 的 压力 。 中国 计划 加征 关税 的 美国 商品 包括 大豆 、 海产品 、 汽车 和 威士忌 等 。 {SP} 外媒 ： 中国 反击 美国 贸易战 箭在弦上
{TP} 白宫 声明 ： 总统 特朗普 向 中国 国家 主席 习近平 承诺 ， 美国 将 继续 向 朝鲜 施加 最大 程度 的 压力 。 {TP}
《 印度 强烈 回应 美国 的 贸易 压力 {SP} 特朗普 不爽 了 》 印度 强烈 回应 美国 的 贸易 压力 {SP} 特朗普 不爽 了 {LK}","us president trump: the european union has been exerting pressure on the united states, and the united states has to make it more difficult for eu countries to trade.
tariffs are overwhelmed!
[foreign media: china's countermeasures against the us trade war are on the string] associated press: the trump administration will begin to impose tariffs on us$34 billion of chinese imports on the 6th. and china will immediately fight back, imposing tariffs on american exports of the same value. china warned that it will not succumb to trump's pressure. the us products that china plans to impose tariffs on include soybeans, seafood, automobiles, and whiskey. {sp} foreign media: china's counter-attack against us trade war is on the line
{tp} white house statement: president trump promised to chinese president xi jinping that the united states will continue to exert maximum pressure on north korea. {tp}
""india strongly responds to u.s. trade pressure{sp} trump is upset"" india strongly responds to u.s. trade pressure{sp} trump is upset{lk}","中国, 美国, 国家, 特朗普, 国内, 称, 欧盟, 关税, 西方, 贸易, 伊朗, 中方, 政治, 战略, 利益","china, united states, country, trump, domestic, claim, european union, tariff, west, trading, iran, chinese side, political, strategy, interest"
42,"压力 大到 痛哭
突然 觉得 内心 极其 沉重
太不容易 了 {EI} 这么 大 压力 挺 过去 啦 ！
突然 觉得 压力 很大
是不是 压力 太大 了","stressed to cry
suddenly feel extremely heavy inside
it's not easy {ei} it's over with such a heavy pressure!
suddenly feel a lot of pressure
is it too stressful?","觉得, 很多, 之后, 后来, 事情, 两个, 是不是, 非常, 关系, 最近, 发生, 突然, 曾经, 岁, 经历","feel, a lot of, afterwards, later, thing, two, is not it, very much, relationship, recently, occur, suddenly, once, year, experience"
43,"要 拿得起 也 要 放得 下 拿得起 是 生存 放得 下 是 生活 拿得起 是 能力 放得 下 是 智慧 。 要 拿 不起 也 就 无所谓 放下 如果 拿得起 却 放不下 拿 不起 就 会 庸庸碌碌 放不下 就 会 疲惫不堪 其实 有 许多 东西 需要 放下 只有 放下 那些 无谓 的 负担 才能 一路 潇洒 爱 谁 谁
人要 拿得起 ， 也 要 放得 下 。 拿得起 是 生存 ， 放得 下 是 生活 ； 拿得起 是 能力 ， 放得 下 是 智慧 。 拿 不起 ， 就 会 庸庸碌碌 ； 放不下 ， 就 会 疲惫不堪 。 人生 有 许多 东西 需要 放下 ， 只有 放下 那些 无谓 的 负担 ， 才能 一路 潇洒 前行 。
人应 拿得起 ， 放得 下 。 拿得起 是 生存 ， 放得 下 是 生活 ； 拿得起 是 能力 ， 放得 下 是 智慧 。 拿 不起 ， 也 就 无所谓 放下 ； 拿得起 ， 却 放不下 。 拿 不起 ， 就 会 庸庸碌碌 ； 放不下 ， 就 会 疲惫不堪 。 人生 有 许多 东西 需要 放下 。 只有 放下 那些 无谓 的 负担 ， 才能 一路 潇洒 前行 。
【 拿得起 是 生存 ， 放得 下 是 生活 】 人要 拿得起 ， 也 要 放得 下 。 拿得起 是 生存 ， 放得 下 是 生活 ； 拿得起 是 能力 ， 放得 下 是 智慧 。 拿 不起 ， 就 会 庸庸碌碌 ； 放不下 ， 就 会 疲惫不堪 。 人生 有 许多 东西 需要 放下 ， 只有 放下 那些 无谓 的 负担 ， 才能 一路 潇洒 前行 。
人应 拿得起 ， 放得 下 。 拿得起 是 生存 ， 放得 下 是 生活 ； 拿得起 是 能力 ， 放得 下 是 智慧 。 拿 不起 ， 也 就 无所谓 放下 ； 拿得起 ， 却 放不下 。 拿 不起 ， 就 会 庸庸碌碌 ； 放不下 ， 就 会 疲惫不堪 。 人生 有 许多 东西 需要 放下 。 只有 放下 那些 无谓 的 负担 ， 才能 一路 潇洒 前行 {AT}","to be able to afford it, but also to let it go. affordable is life and storage is life. life is affordable is ability and wisdom. if you can’t afford it, it doesn’t matter if you can let it go
people must be able to afford it, and they must also be able to let go. affordable is survival, and letting go is life; affordable is ability, and letting go is wisdom. if you can't afford it, you will be mediocre; if you can't let it go, you will be exhausted. there are many things in life that need to be let go, and only by letting go of those unnecessary burdens can we move forward in style.
one should be able to afford it and let it go. affordable is survival, and letting go is life; affordable is ability, and letting go is wisdom. if you can't afford it, it doesn't matter how you put it down; if you can afford it, you can't let it go. if you can't afford it, you will be mediocre; if you can't let it go, you will be exhausted. there are many things in life that need to be put down. only by letting go of those unnecessary burdens can we move forward in style.
[affordable is to survive, and to let go is life] if people can afford it, they must also be able to let go. affordable is survival, and letting go is life; affordable is ability, and letting go is wisdom. if you can't afford it, you will be mediocre; if you can't let it go, you will be exhausted. there are many things in life that need to be let go, and only by letting go of those unnecessary burdens can we move forward in style.
one should be able to afford it and let it go. affordable is survival, and letting go is life; affordable is ability, and letting go is wisdom. if you can't afford it, it doesn't matter how you put it down; if you can afford it, you can't let it go. if you can't afford it, you will be mediocre; if you can't let it go, you will be exhausted. there are many things in life that need to be put down. only by letting go of those unnecessary burdens, can we move forward with style {at}","人生, 快乐, 放下, 生命, 智慧, 烦恼, 学会, 心态, 痛苦, 失去, 心灵, 心中, 拥有, 当中, 放不下","life, happy, lay down, life, wisdom, upset, learn, mentality, pain, lose, soul, in mind, have, among, can't let go"
44,"瞬间 觉得 压力 好大
瞬间 觉得 压力 好大 ！
善良 的 人 永远 是 受苦 的 那 忧苦 的 重担 似乎 是 与生俱来 的 因此 只有 忍耐
重情 的 人 永远 是 受苦 的 、 哭 ， 那 忧苦 的 重担 似乎 是 与生俱来 的 … …
今天 瞬间 压力 好大 @ @","i feel so stressed for a moment
i feel so stressed in an instant!
a kind person always suffers. the burden of sorrow seems to be born with it, so only patience.
people who love love always suffer and cry, and the burden of sorrow seems to be born with...
today is so stressful @ @","现在, 已经, 过去, 未来, 成为, 曾经, 如今, 只能, 不少, 似乎, 进入, 几年, 毕竟, 本来, 几天","just now, already, past, future, become, once, now, can only, a lot, seem, enter, several years, after all, originally, few days"
45,"压抑 , 无处 倾诉
排解 压力
释放 压力
感觉 到 沉重 的 低落
坏 女人 ， 坏 的 疲惫  SP } 坏 的 寂寞  SP } 坏 的 孤独  SP } 坏 的 无奈  SP } 坏 的 成为 一个 人 ","depressed, nowhere to talk
relieve stress
release stress
feel a heavy depression
bad woman, bad exhaustion sp} bad loneliness sp} bad loneliness sp} bad helplessness sp} bad to be alone","心情, 放松, 情绪, 释放, 缓解, 紧张, 发泄, 身心, 方式, 减压, 不好, 舒缓, 烦躁, 适当, 调节","mood, relax, mood, freed, ease, tension, vent, body and mind, the way, stress reliever, not good, soothing, irritability, appropriate, adjust"
